Taxa,Rep,Environment,Score
L192,1,DS2,5.243616372
L192,2,DS2,4.506385214
L192,3,DS2,5.587827158
L192,1,DS3,4.848000147
L192,2,DS3,6.767900811
L192,3,DS3,6.027651887
L193,1,DS1,2.756318422
L193,2,DS1,2.897347917
L193,3,DS1,2.105434452
L193,1,DS2,4.778853024
L193,2,DS2,5.001637471
L193,3,DS2,4.700491527
L193,1,DS3,6.342083536
L193,2,DS3,6.483859362
L193,3,DS3,6.700605698
L194,1,DS1,1.566868573
L194,2,DS1,1.986958509
L194,3,DS1,2.946005243
L194,1,DS2,1.490827144
L194,2,DS2,0.907855641
L194,3,DS2,2.192015367
L194,1,DS3,4.972935108
L194,2,DS3,5.147375485
L194,3,DS3,4.424179871
L195,1,DS1,1.719501797
L195,2,DS1,2.780148232
L195,3,DS1,3.957625733
L195,1,DS2,5.709805966
L195,2,DS2,5.599992122
L195,3,DS2,5.604187864
L195,1,DS3,6.191890766
L195,2,DS3,5.569885036
L195,3,DS3,5.70410938
L196,1,DS1,6.089212416
L196,2,DS1,4.333335898
L196,3,DS1,4.280876216
L196,1,DS2,4.450588369
L196,2,DS2,4.089712004
L196,3,DS2,3.857328447
L196,1,DS3,6.213318017
L196,2,DS3,6.285374183
L196,3,DS3,5.739710976
L197,1,DS1,6.157683559
L197,2,DS1,6.489461383
L197,3,DS1,6.413909338
L197,1,DS2,5.136869303
L197,2,DS2,4.395185852
L197,3,DS2,4.579549333
L197,1,DS3,4.775968483
L197,2,DS3,5.0728571
L197,3,DS3,4.619582392
L198,1,DS1,5.054948194
L198,2,DS1,6.148154464
L198,3,DS1,5.743941003
L198,1,DS2,4.458171281
L198,2,DS2,5.10004307
L198,3,DS2,4.738202797
L198,1,DS3,6.173293054
L198,2,DS3,6.245996879
L198,3,DS3,6.373814354
L199,1,DS1,6.336089913
L199,2,DS1,6.219809092
L199,3,DS1,6.784437243
L199,1,DS2,5.541802716
L199,2,DS2,4.920906496
L199,3,DS2,6.294186586
L199,1,DS3,5.45731466
L199,2,DS3,5.979982758
L199,3,DS3,6.677212468
L2,1,DS1,3.862944075
L2,2,DS1,4.966762247
L2,3,DS1,3.409686813
L2,1,DS2,7.186773822
L2,2,DS2,6.041972869
L2,3,DS2,6.984610804
L2,1,DS3,6.823457286
L2,2,DS3,6.089416174
L2,3,DS3,6.952786965
L20,1,DS1,4.018483054
L20,2,DS1,5.397546778
L20,3,DS1,4.268561344
L20,1,DS2,3.458798009
L20,2,DS2,3.244752027
L20,3,DS2,3.832096968
L20,1,DS3,5.779161273
L20,2,DS3,5.586613203
L20,3,DS3,6.169196142
L200,1,DS1,4.694122678
L200,2,DS1,5.432482957
L200,3,DS1,6.127763529
L200,1,DS2,4.273457729
L200,2,DS2,3.524510389
L200,3,DS2,3.677667362
L200,1,DS3,5.831680855
L200,2,DS3,6.328914833
L200,3,DS3,5.911663665
L201,1,DS1,6.509250472
L201,2,DS1,5.626529515
L201,3,DS1,5.327229465
L201,1,DS2,3.138627141
L201,2,DS2,1.971336944
L201,3,DS2,2.543515832
L201,1,DS3,5.876269098
L201,2,DS3,4.892826898
L201,3,DS3,5.433179619
L202,1,DS1,6.181457714
L202,2,DS1,5.732093012
L202,3,DS1,4.893066561
L202,1,DS2,7.024581983
L202,2,DS2,6.91367362
L202,3,DS2,7.723149087
L202,1,DS3,4.476640086
L202,2,DS3,4.904544933
L202,3,DS3,4.57341328
L203,1,DS1,6.542123132
L203,2,DS1,7.582396615
L203,3,DS1,6.4199017
L203,1,DS2,6.280077729
L203,2,DS2,4.940822901
L203,3,DS2,6.114367394
L203,1,DS3,6.207746091
L203,2,DS3,5.602163601
L203,3,DS3,6.919209415
L204,1,DS1,4.823437207
L204,2,DS1,4.135005125
L204,3,DS1,4.908549517
L204,1,DS2,3.61733401
L204,2,DS2,3.995607239
L204,3,DS2,3.484166832
L204,1,DS3,5.623577783
L204,2,DS3,5.329000459
L204,3,DS3,4.944169078
L205,1,DS1,2.453287148
L205,2,DS1,3.364587736
L205,3,DS1,1.309093254
L205,1,DS2,4.04927726
L205,2,DS2,3.68619573
L205,3,DS2,4.418656708
L205,1,DS3,6.198435351
L205,2,DS3,6.136633005
L205,3,DS3,5.971139854
L206,1,DS1,0.816425534
L206,2,DS1,1.717197828
L206,3,DS1,1.752147751
L206,1,DS2,5.573231909
L206,2,DS2,5.045785948
L206,3,DS2,4.629011076
L206,1,DS3,3.592706211
L206,2,DS3,3.549581221
L206,3,DS3,4.115400458
L207,1,DS1,2.530437612
L207,2,DS1,2.903251721
L207,3,DS1,2.066862675
L207,1,DS2,5.020503837
L207,2,DS2,4.329789083
L207,3,DS2,3.938642506
L207,1,DS3,4.282992784
L207,2,DS3,4.627540983
L207,3,DS3,3.676308045
L208,1,DS1,4.845943572
L208,2,DS1,4.618898277
L208,3,DS1,5.213058541
L208,1,DS2,3.377356812
L208,2,DS2,3.212617344
L208,3,DS2,4.198897026
L208,1,DS3,7.292468027
L208,2,DS3,7.830121793
L208,3,DS3,7.679959414
L209,1,DS1,7.683009463
L209,2,DS1,6.051483926
L209,3,DS1,6.586653444
L209,1,DS2,5.581368795
L209,2,DS2,5.620909307
L209,3,DS2,6.051064908
L209,1,DS3,5.413419093
L209,2,DS3,4.753974844
L209,3,DS3,5.655195545
L21,1,DS1,5.064179502
L21,2,DS1,6.442165459
L21,3,DS1,6.190407444
L21,1,DS2,1.734200692
L21,2,DS2,2.388083923
L21,3,DS2,3.68703622
L21,1,DS3,5.723876456
L21,2,DS3,6.113061518
L21,3,DS3,5.224903903
L210,1,DS1,4.467829718
L210,2,DS1,4.772582759
L210,3,DS1,5.269939907
L210,1,DS2,4.348810952
L210,2,DS2,5.424404995
L210,3,DS2,5.186681329
L210,1,DS3,7.648496696
L210,2,DS3,7.464865337
L210,3,DS3,7.219017322
L211,1,DS1,6.171002887
L211,2,DS1,6.057648594
L211,3,DS1,6.212447649
L211,1,DS2,6.187194408
L211,2,DS2,6.533018426
L211,3,DS2,5.821652788
L211,1,DS3,6.40103715
L211,2,DS3,5.92665625
L211,3,DS3,6.959206969
L212,1,DS1,3.845100228
L212,2,DS1,4.759341479
L212,3,DS1,3.760698214
L212,1,DS2,6.879039999
L212,2,DS2,7.761657822
L212,3,DS2,7.660678896
L212,1,DS3,7.446597468
L212,2,DS3,7.716736217
L212,3,DS3,8.14720233
L213,1,DS1,6.033860302
L213,2,DS1,5.618640317
L213,3,DS1,5.715695077
L213,1,DS2,7.574590349
L213,2,DS2,7.398283268
L213,3,DS2,7.71900077
L213,1,DS3,7.692063738
L213,2,DS3,8.822899022
L213,3,DS3,7.938442131
L214,1,DS1,3.792717103
L214,2,DS1,3.878530693
L214,3,DS1,3.607565899
L214,1,DS2,3.664755615
L214,2,DS2,2.682761904
L214,3,DS2,3.220476755
L214,1,DS3,4.071506502
L214,2,DS3,4.858762698
L214,3,DS3,4.521293944
L215,1,DS1,2.609025678
L215,2,DS1,2.589355397
L215,3,DS1,3.083354801
L215,1,DS2,5.411396751
L215,2,DS2,5.331549615
L215,3,DS2,6.03696301
L215,1,DS3,7.407246322
L215,2,DS3,7.527326645
L215,3,DS3,6.828536756
L216,1,DS1,3.697769999
L216,2,DS1,2.353217174
L216,3,DS1,3.401175957
L216,1,DS2,5.123528741
L216,2,DS2,5.795867272
L216,3,DS2,5.017649172
L216,1,DS3,5.845465198
L216,2,DS3,6.380019552
L216,3,DS3,6.394245485
L217,1,DS1,2.137315612
L217,2,DS1,2.604168036
L217,3,DS1,2.806964685
L217,1,DS2,9.492335979
L217,2,DS2,9.911101576
L217,3,DS2,8.933949814
L217,1,DS3,4.973161975
L217,2,DS3,4.975047609
L217,3,DS3,5.998385554
L218,1,DS1,-0.430539388
L218,2,DS1,-0.268502647
L218,3,DS1,-0.759476444
L218,1,DS2,5.260128441
L218,2,DS2,4.952748576
L218,3,DS2,5.572899923
L218,1,DS3,4.84808583
L218,2,DS3,4.646980465
L218,3,DS3,4.916733762
L219,1,DS1,4.963878685
L219,2,DS1,6.00619104
L219,3,DS1,6.079862081
L219,1,DS2,5.676365603
L219,2,DS2,6.946807202
L219,3,DS2,6.309452921
L219,1,DS3,8.051968059
L219,2,DS3,8.267038683
L219,3,DS3,7.890587653
L22,1,DS1,4.570209925
L22,2,DS1,4.621476952
L22,3,DS1,4.547860725
L22,1,DS2,7.101643079
L22,2,DS2,6.032053446
L22,3,DS2,7.067443306
L22,1,DS3,4.78985816
L22,2,DS3,5.121048254
L22,3,DS3,4.197605837
L220,1,DS1,1.535034223
L220,2,DS1,2.100923143
L220,3,DS1,1.479733774
L220,1,DS2,3.854377488
L220,2,DS2,4.268289409
L220,3,DS2,4.336573522
L220,1,DS3,6.947985111
L220,2,DS3,7.188038503
L220,3,DS3,7.692643775
L221,1,DS1,3.758235623
L221,2,DS1,4.037145848
L221,3,DS1,3.743744308
L221,1,DS2,3.570399525
L221,2,DS2,3.439908549
L221,3,DS2,3.893590012
L221,1,DS3,5.84168177
L221,2,DS3,4.66670473
L221,3,DS3,5.035466264
L222,1,DS1,2.0679709
L222,2,DS1,1.265028364
L222,3,DS1,2.421025388
L222,1,DS2,5.707089897
L222,2,DS2,6.617952726
L222,3,DS2,5.598113027
L222,1,DS3,8.528453978
L222,2,DS3,8.330570232
L222,3,DS3,9.014697969
L223,1,DS1,6.060843351
L223,2,DS1,6.534331214
L223,3,DS1,4.05964704
L223,1,DS2,3.571981513
L223,2,DS2,4.125863429
L223,3,DS2,3.077944476
L223,1,DS3,6.034249213
L223,2,DS3,6.643392789
L223,3,DS3,6.886805427
L224,1,DS1,4.321323461
L224,2,DS1,4.098054898
L224,3,DS1,2.840711203
L224,1,DS2,6.162018561
L224,2,DS2,6.620081723
L224,3,DS2,6.306800146
L224,1,DS3,5.415510517
L224,2,DS3,5.347941069
L224,3,DS3,5.336771659
L225,1,DS1,6.283465414
L225,2,DS1,6.637327534
L225,3,DS1,7.274883922
L225,1,DS2,6.353312143
L225,2,DS2,6.622386882
L225,3,DS2,7.093611521
L225,1,DS3,7.449644703
L225,2,DS3,6.983553
L225,3,DS3,7.462578344
L226,1,DS1,3.235577254
L226,2,DS1,2.192604493
L226,3,DS1,2.71484318
L226,1,DS2,3.003643574
L226,2,DS2,3.128772816
L226,3,DS2,2.61546799
L226,1,DS3,5.828172501
L226,2,DS3,5.404328039
L226,3,DS3,5.80871901
L227,1,DS1,3.680458018
L227,2,DS1,4.492863739
L227,3,DS1,4.840547725
L227,1,DS2,5.023135639
L227,2,DS2,4.364374727
L227,3,DS2,4.732329932
L227,1,DS3,7.38905311
L227,2,DS3,6.981515167
L227,3,DS3,7.489177047
L228,1,DS1,-0.427057394
L228,2,DS1,-0.609502165
L228,3,DS1,-0.100182198
L228,1,DS2,4.298582511
L228,2,DS2,3.567364322
L228,3,DS2,3.737376156
L228,1,DS3,3.949499577
L228,2,DS3,3.713304188
L228,3,DS3,3.506576439
L229,1,DS1,2.926752607
L229,2,DS1,1.869156109
L229,3,DS1,2.654712967
L229,1,DS2,3.104423489
L229,2,DS2,4.021147261
L229,3,DS2,2.912616613
L229,1,DS3,9.03728295
L229,2,DS3,9.242192189
L229,3,DS3,9.011037474
L23,1,DS1,2.189080186
L23,2,DS1,3.084045065
L23,3,DS1,2.668596632
L23,1,DS2,5.692976705
L23,2,DS2,5.267263835
L23,3,DS2,4.843655197
L23,1,DS3,7.294249718
L23,2,DS3,7.427404467
L23,3,DS3,7.120883534
L230,1,DS1,0.395279787
L230,2,DS1,1.54681324
L230,3,DS1,1.484255393
L230,1,DS2,5.147669094
L230,2,DS2,4.819015066
L230,3,DS2,5.127282314
L230,1,DS3,5.946455781
L230,2,DS3,5.452503067
L230,3,DS3,5.935429552
L231,1,DS1,7.364252091
L231,2,DS1,5.930445813
L231,3,DS1,5.812245118
L231,1,DS2,4.436801518
L231,2,DS2,4.049806224
L231,3,DS2,5.15645532
L231,1,DS3,9.329526157
L231,2,DS3,9.394259674
L231,3,DS3,9.303787418
L232,1,DS1,2.346220477
L232,2,DS1,1.358956495
L232,3,DS1,2.21863565
L232,1,DS2,3.848650894
L232,2,DS2,4.001584147
L232,3,DS2,4.15087186
L232,1,DS3,5.944248906
L232,2,DS3,5.502102969
L232,3,DS3,5.766397954
L233,1,DS1,5.227744105
L233,2,DS1,6.153864328
L233,3,DS1,4.852836271
L233,1,DS2,6.20148082
L233,2,DS2,6.094786878
L233,3,DS2,6.984658132
L233,1,DS3,6.106453997
L233,2,DS3,6.219546995
L233,3,DS3,6.47895186
L234,1,DS1,4.260254141
L234,2,DS1,3.284406727
L234,3,DS1,6.376797487
L234,1,DS2,3.311625236
L234,2,DS2,3.135382144
L234,3,DS2,3.934856195
L234,1,DS3,6.355526349
L234,2,DS3,5.662968255
L234,3,DS3,7.063784221
L235,1,DS1,3.157988392
L235,2,DS1,3.841072511
L235,3,DS1,3.575112485
L235,1,DS2,5.963797628
L235,2,DS2,4.932856225
L235,3,DS2,5.296491296
L235,1,DS3,5.170860175
L235,2,DS3,4.943125012
L235,3,DS3,4.950913302
L236,1,DS1,1.015801402
L236,2,DS1,2.405706654
L236,3,DS1,2.081522314
L236,1,DS2,4.848080482
L236,2,DS2,5.197603669
L236,3,DS2,5.264211626
L236,1,DS3,6.132835854
L236,2,DS3,5.127286589
L236,3,DS3,5.672291656
L237,1,DS1,2.391079669
L237,2,DS1,2.124299123
L237,3,DS1,2.297103131
L237,1,DS2,2.965112361
L237,2,DS2,3.514003851
L237,3,DS2,3.400515717
L237,1,DS3,5.206469786
L237,2,DS3,5.50223178
L237,3,DS3,4.550045902
L238,1,DS1,5.149477137
L238,2,DS1,5.164544431
L238,3,DS1,4.756029187
L238,1,DS2,6.067686295
L238,2,DS2,6.402290647
L238,3,DS2,5.696963724
L238,1,DS3,6.239006211
L238,2,DS3,6.696175596
L238,3,DS3,6.123722549
L239,1,DS1,3.993102427
L239,2,DS1,4.061473969
L239,3,DS1,4.620959935
L239,1,DS2,7.034465884
L239,2,DS2,6.712158645
L239,3,DS2,6.101511699
L239,1,DS3,8.033650157
L239,2,DS3,9.167648875
L239,3,DS3,9.364306829
L24,1,DS1,1.565992044
L24,2,DS1,1.421239817
L24,3,DS1,2.183231558
L24,1,DS2,6.777001947
L24,2,DS2,6.165200614
L24,3,DS2,5.405129709
L24,1,DS3,4.354602726
L24,2,DS3,5.314164127
L24,3,DS3,5.139186511
L240,1,DS1,3.434645171
L240,2,DS1,4.519624314
L240,3,DS1,3.69821652
L240,1,DS2,7.563742086
L240,2,DS2,7.567195289
L240,3,DS2,7.324000017
L240,1,DS3,5.196866282
L240,2,DS3,6.41813437
L240,3,DS3,5.5154842
L241,1,DS1,1.23042622
L241,2,DS1,1.988250122
L241,3,DS1,1.711989876
L241,1,DS2,4.592977067
L241,2,DS2,4.306566796
L241,3,DS2,4.098598121
L241,1,DS3,6.770070995
L241,2,DS3,6.601401971
L241,3,DS3,6.933182131
L242,1,DS1,4.100972888
L242,2,DS1,4.254187423
L242,3,DS1,4.62445678
L242,1,DS2,4.166696413
L242,2,DS2,3.156041078
L242,3,DS2,3.945910972
L242,1,DS3,7.179489135
L242,2,DS3,7.49015041
L242,3,DS3,6.753041026
L243,1,DS1,5.490808131
L243,2,DS1,5.145414494
L243,3,DS1,4.342936212
L243,1,DS2,4.59672393
L243,2,DS2,4.328643635
L243,3,DS2,3.922189684
L243,1,DS3,5.706684381
L243,2,DS3,5.586151603
L243,3,DS3,5.457296621
L244,1,DS1,4.422808671
L244,2,DS1,5.57671924
L244,3,DS1,6.266496998
L244,1,DS2,5.632223966
L244,2,DS2,5.953925582
L244,3,DS2,4.897432497
L244,1,DS3,7.216542651
L244,2,DS3,6.642860021
L244,3,DS3,6.884280145
L245,1,DS1,4.593386265
L245,2,DS1,4.142333237
L245,3,DS1,3.849443961
L245,1,DS2,2.39027084
L245,2,DS2,2.447476977
L245,3,DS2,2.303897325
L245,1,DS3,5.725189274
L245,2,DS3,6.155796412
L245,3,DS3,5.564061588
L246,1,DS1,4.932734396
L246,2,DS1,2.965920967
L246,3,DS1,4.997595911
L246,1,DS2,4.857216743
L246,2,DS2,4.530609049
L246,3,DS2,4.958419359
L246,1,DS3,6.968004848
L246,2,DS3,7.032165004
L246,3,DS3,5.750225083
L247,1,DS1,0.939875935
L247,2,DS1,1.095434991
L247,3,DS1,0.790649591
L247,1,DS2,3.018849155
L247,2,DS2,3.460445337
L247,3,DS2,3.963318656
L247,1,DS3,5.144921822
L247,2,DS3,5.838407085
L247,3,DS3,5.593669776
L248,1,DS1,4.290302118
L248,2,DS1,4.936872985
L248,3,DS1,5.908077668
L248,1,DS2,3.561371698
L248,2,DS2,2.985195982
L248,3,DS2,2.7587561
L248,1,DS3,6.534363354
L248,2,DS3,6.803716873
L248,3,DS3,7.182988307
L249,1,DS1,4.304172457
L249,2,DS1,4.113174697
L249,3,DS1,3.509618133
L249,1,DS2,5.83302153
L249,2,DS2,5.406939005
L249,3,DS2,4.29903452
L249,1,DS3,5.526447558
L249,2,DS3,5.818981624
L249,3,DS3,6.052678803
L25,1,DS1,4.527829223
L25,2,DS1,4.789723992
L25,3,DS1,4.864265958
L25,1,DS2,9.32390444
L25,2,DS2,8.082069923
L25,3,DS2,8.573877115
L25,1,DS3,4.451007152
L25,2,DS3,4.307063126
L25,3,DS3,4.799819749
L250,1,DS1,1.889060267
L250,2,DS1,1.649975334
L250,3,DS1,2.169284661
L250,1,DS2,3.18403261
L250,2,DS2,3.413306016
L250,3,DS2,2.746617174
L250,1,DS3,7.98602158
L250,2,DS3,8.230845484
L250,3,DS3,7.51167593
L251,1,DS1,-0.223647409
L251,2,DS1,-0.785973232
L251,3,DS1,0.52185858
L251,1,DS2,4.05873054
L251,2,DS2,3.87768527
L251,3,DS2,2.822566168
L251,1,DS3,5.268049322
L251,2,DS3,5.435950924
L251,3,DS3,5.646866098
L252,1,DS1,2.365438679
L252,2,DS1,2.795999947
L252,3,DS1,1.943071863
L252,1,DS2,4.072068714
L252,2,DS2,3.313866454
L252,3,DS2,2.949188027
L252,1,DS3,5.104332313
L252,2,DS3,5.1196511
L252,3,DS3,5.215195592
L253,1,DS1,4.695219355
L253,2,DS1,4.527895245
L253,3,DS1,4.442512431
L253,1,DS2,4.208201252
L253,2,DS2,4.716707758
L253,3,DS2,4.875728308
L253,1,DS3,3.396847473
L253,2,DS3,3.369491493
L253,3,DS3,2.585378134
L254,1,DS1,7.253884946
L254,2,DS1,7.769929907
L254,3,DS1,7.315231628
L254,1,DS2,5.803026978
L254,2,DS2,6.451632031
L254,3,DS2,6.331960307
L254,1,DS3,5.471932382
L254,2,DS3,6.185901457
L254,3,DS3,6.133320708
L255,1,DS1,8.151809402
L255,2,DS1,8.643627712
L255,3,DS1,7.881080602
L255,1,DS2,4.068979517
L255,2,DS2,4.280526481
L255,3,DS2,3.706139912
L255,1,DS3,6.058066539
L255,2,DS3,5.888370804
L255,3,DS3,5.514305403
L256,1,DS1,4.447265159
L256,2,DS1,3.954593136
L256,3,DS1,4.043896566
L256,1,DS2,2.275261859
L256,2,DS2,2.228554685
L256,3,DS2,2.369550515
L256,1,DS3,4.986150457
L256,2,DS3,5.940960188
L256,3,DS3,5.567237998
L257,1,DS1,7.343546748
L257,2,DS1,7.329771147
L257,3,DS1,6.566547349
L257,1,DS2,3.1376431
L257,2,DS2,2.27921419
L257,3,DS2,2.256268226
L257,1,DS3,5.849324335
L257,2,DS3,5.985126483
L257,3,DS3,5.872613878
L258,1,DS1,9.375573602
L258,2,DS1,9.491323716
L258,3,DS1,9.935636271
L258,1,DS2,5.925872895
L258,2,DS2,6.18099214
L258,3,DS2,6.651724409
L258,1,DS3,6.944355811
L258,2,DS3,6.55112162
L258,3,DS3,7.257207902
L259,1,DS1,2.132334734
L259,2,DS1,2.158203844
L259,3,DS1,1.528737056
L259,1,DS2,2.81541627
L259,2,DS2,2.742764596
L259,3,DS2,2.38576947
L259,1,DS3,4.106251019
L259,2,DS3,3.182532171
L259,3,DS3,4.207421105
L26,1,DS1,2.695682363
L26,2,DS1,4.427005543
L26,3,DS1,3.369144359
L26,1,DS2,6.962868004
L26,2,DS2,7.31080134
L26,3,DS2,6.566626425
L26,1,DS3,3.851894948
L26,2,DS3,4.796550721
L26,3,DS3,4.126154485
L260,1,DS1,1.287255219
L260,2,DS1,1.929882693
L260,3,DS1,2.764350499
L260,1,DS2,5.714354842
L260,2,DS2,5.093021637
L260,3,DS2,4.883100027
L260,1,DS3,7.769837018
L260,2,DS3,8.052517209
L260,3,DS3,8.205958476
L261,1,DS1,4.389708076
L261,2,DS1,5.637994657
L261,3,DS1,4.967212661
L261,1,DS2,1.325269282
L261,2,DS2,2.009139711
L261,3,DS2,1.528768309
L261,1,DS3,5.004194342
L261,2,DS3,5.040207426
L261,3,DS3,4.890308605
L262,1,DS1,2.208313579
L262,2,DS1,1.305878553
L262,3,DS1,1.841558405
L262,1,DS2,4.70663177
L262,2,DS2,5.020917106
L262,3,DS2,3.89073978
L262,1,DS3,7.284333527
L262,2,DS3,6.025189011
L262,3,DS3,5.899308822
L263,1,DS1,4.928077439
L263,2,DS1,4.517018773
L263,3,DS1,4.502327555
L263,1,DS2,5.565276034
L263,2,DS2,4.677307405
L263,3,DS2,4.60923829
L263,1,DS3,4.22610541
L263,2,DS3,3.817801645
L263,3,DS3,4.375647999
L264,1,DS1,2.274184883
L264,2,DS1,0.644451927
L264,3,DS1,1.966391497
L264,1,DS2,4.032819222
L264,2,DS2,4.95435069
L264,3,DS2,4.573794596
L264,1,DS3,6.409384102
L264,2,DS3,6.979914129
L264,3,DS3,6.542290169
L265,1,DS1,7.865381389
L265,2,DS1,7.33081962
L265,3,DS1,6.648239367
L265,1,DS2,4.605125449
L265,2,DS2,3.38410484
L265,3,DS2,4.380516978
L265,1,DS3,4.925279393
L265,2,DS3,5.432810083
L265,3,DS3,5.931739795
L266,1,DS1,3.621485217
L266,2,DS1,2.586448343
L266,3,DS1,3.54855458
L266,1,DS2,3.124939895
L266,2,DS2,3.365417762
L266,3,DS2,3.09584051
L266,1,DS3,4.884550502
L266,2,DS3,5.394856164
L266,3,DS3,4.824988736
L267,1,DS1,4.420717145
L267,2,DS1,4.187591967
L267,3,DS1,4.141676265
L267,1,DS2,5.33257806
L267,2,DS2,4.831199643
L267,3,DS2,3.943544633
L267,1,DS3,7.221660682
L267,2,DS3,6.996961501
L267,3,DS3,7.561253698
L268,1,DS1,2.454100647
L268,2,DS1,5.395894174
L268,3,DS1,2.47913259
L268,1,DS2,4.019789139
L268,2,DS2,4.177429364
L268,3,DS2,4.154551026
L268,1,DS3,5.815244041
L268,2,DS3,5.584950167
L268,3,DS3,5.162399891
L269,1,DS1,6.168506538
L269,2,DS1,6.370206018
L269,3,DS1,7.023913699
L269,1,DS2,4.192081436
L269,2,DS2,2.839373915
L269,3,DS2,3.31510152
L269,1,DS3,4.807389034
L269,2,DS3,5.133616901
L269,3,DS3,5.769971736
L27,1,DS1,5.598848427
L27,2,DS1,5.422299975
L27,3,DS1,5.01746365
L27,1,DS2,5.672045311
L27,2,DS2,6.684678941
L27,3,DS2,7.455054556
L27,1,DS3,5.855132129
L27,2,DS3,5.734763061
L27,3,DS3,4.971082079
L270,1,DS1,1.053117177
L270,2,DS1,0.735775759
L270,3,DS1,0.63760488
L270,1,DS2,3.000434129
L270,2,DS2,4.086559784
L270,3,DS2,3.681111654
L270,1,DS3,7.634528751
L270,2,DS3,6.604223813
L270,3,DS3,6.292270568
L271,1,DS1,3.203151022
L271,2,DS1,2.878550515
L271,3,DS1,2.771655062
L271,1,DS2,4.875403036
L271,2,DS2,5.04739131
L271,3,DS2,5.394897874
L271,1,DS3,5.723373303
L271,2,DS3,5.82580278
L271,3,DS3,6.194778878
L272,1,DS1,0.673123643
L272,2,DS1,-0.833896221
L272,3,DS1,1.123579095
L272,1,DS2,3.347343204
L272,2,DS2,3.726493068
L272,3,DS2,3.171565645
L272,1,DS3,6.7247543
L272,2,DS3,6.518978214
L272,3,DS3,6.822497467
L273,1,DS1,2.407462355
L273,2,DS1,2.291943763
L273,3,DS1,1.8508945
L273,1,DS2,4.605412928
L273,2,DS2,4.943814765
L273,3,DS2,5.248547042
L273,1,DS3,8.850377532
L273,2,DS3,7.425599511
L273,3,DS3,8.190173892
L274,1,DS1,7.769203655
L274,2,DS1,8.542740984
L274,3,DS1,9.522660767
L274,1,DS2,4.098121564
L274,2,DS2,4.344206973
L274,3,DS2,4.201877678
L274,1,DS3,5.58997451
L274,2,DS3,6.320029559
L274,3,DS3,6.040905269
L275,1,DS1,7.705907915
L275,2,DS1,7.478976647
L275,3,DS1,6.546723738
L275,1,DS2,4.800178058
L275,2,DS2,5.643792634
L275,3,DS2,4.858031618
L275,1,DS3,6.452020882
L275,2,DS3,7.38988551
L275,3,DS3,6.712860751
L276,1,DS1,2.934103832
L276,2,DS1,2.615061322
L276,3,DS1,3.751082554
L276,1,DS2,4.177493177
L276,2,DS2,4.21082147
L276,3,DS2,3.801346218
L276,1,DS3,9.402776743
L276,2,DS3,8.575731642
L276,3,DS3,9.315348543
L277,1,DS1,4.004083791
L277,2,DS1,3.290878764
L277,3,DS1,4.046953094
L277,1,DS2,5.578512945
L277,2,DS2,6.027975696
L277,3,DS2,6.287011628
L277,1,DS3,7.522501251
L277,2,DS3,6.83522488
L277,3,DS3,6.984073684
L278,1,DS1,4.644390442
L278,2,DS1,4.187116062
L278,3,DS1,4.161299825
L278,1,DS2,2.311582056
L278,2,DS2,2.098853227
L278,3,DS2,1.500641603
L278,1,DS3,5.688558331
L278,2,DS3,6.229920508
L278,3,DS3,6.034649
L279,1,DS1,3.154945834
L279,2,DS1,2.442711489
L279,3,DS1,2.137836811
L279,1,DS2,6.831222555
L279,2,DS2,7.540279765
L279,3,DS2,6.968213326
L279,1,DS3,4.216652619
L279,2,DS3,4.384660696
L279,3,DS3,4.008353929
L28,1,DS1,6.89132385
L28,2,DS1,7.072326944
L28,3,DS1,7.921110281
L28,1,DS2,3.911581901
L28,2,DS2,4.84330678
L28,3,DS2,3.658600173
L28,1,DS3,3.516660079
L28,2,DS3,3.327638022
L28,3,DS3,2.851534427
L280,1,DS1,1.914692369
L280,2,DS1,2.673500899
L280,3,DS1,1.945636384
L280,1,DS2,4.748466719
L280,2,DS2,5.02066144
L280,3,DS2,4.564963203
L280,1,DS3,4.462465057
L280,2,DS3,4.991899604
L280,3,DS3,4.929719439
L281,1,DS1,2.807125576
L281,2,DS1,4.740279853
L281,3,DS1,3.951934243
L281,1,DS2,2.355564493
L281,2,DS2,1.815096135
L281,3,DS2,0.881162494
L281,1,DS3,5.991660101
L281,2,DS3,5.187034924
L281,3,DS3,5.464297816
L282,1,DS1,4.438536088
L282,2,DS1,3.906580909
L282,3,DS1,4.165201777
L282,1,DS2,4.781335335
L282,2,DS2,5.25780559
L282,3,DS2,4.256172341
L282,1,DS3,7.354506061
L282,2,DS3,8.793071869
L282,3,DS3,8.003174515
L283,1,DS1,4.629854051
L283,2,DS1,4.18627631
L283,3,DS1,4.719663313
L283,1,DS2,2.055314666
L283,2,DS2,2.19808733
L283,3,DS2,2.418632491
L283,1,DS3,5.794272895
L283,2,DS3,4.46325568
L283,3,DS3,5.045871021
L284,1,DS1,5.841821503
L284,2,DS1,5.80407849
L284,3,DS1,5.725810393
L284,1,DS2,4.438120629
L284,2,DS2,4.806534451
L284,3,DS2,4.318841167
L284,1,DS3,6.667447591
L284,2,DS3,7.190498731
L284,3,DS3,7.225155698
L285,1,DS1,5.770347475
L285,2,DS1,5.74122588
L285,3,DS1,5.395372811
L285,1,DS2,5.660919181
L285,2,DS2,5.151994853
L285,3,DS2,5.530048145
L285,1,DS3,4.837876751
